time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2020-12-20T11:40:44.136Z,1.6481,126.8915,22.76,4.9,mww,,103,0.991,0.97,us,us7000csnr,2020-12-20T11:58:18.040Z,"109 km NNW of Ternate, Indonesia",earthquake,4.5,4.6,0.093,11,reviewed,us,us
2020-12-20T09:35:48.162Z,38.7078,142.4679,44.79,4.7,mb,,132,2.343,0.82,us,us7000csn1,2020-12-20T17:51:52.718Z,"76 km ESE of Ōfunato, Japan",earthquake,4.5,7.2,0.045,154,reviewed,us,us
2020-12-20T06:25:57.238Z,-5.5694,130.9526,85.31,4.5,mb,,108,2.422,0.67,us,us7000csm9,2020-12-20T06:51:31.040Z,"199 km W of Tual, Indonesia",earthquake,5,9.2,0.108,26,reviewed,us,us
2020-12-20T05:13:29.273Z,-6.8939,129.4729,154.73,4.6,mb,,73,2.109,0.64,us,us7000cslq,2020-12-20T05:34:04.040Z,"Banda Sea",earthquake,7.8,8,0.104,28,reviewed,us,us
2020-12-20T01:54:24.983Z,33.4878,142.0617,19.5,5.1,mb,,101,1.918,0.87,us,us7000csk5,2020-12-20T02:12:54.040Z,"244 km SE of Katsuura, Japan",earthquake,8.7,4.4,0.032,325,reviewed,us,us
2020-12-19T22:39:55.486Z,-23.9526,-67.0255,232.1,4.6,mb,,105,1.453,1.16,us,us7000csjd,2020-12-19T22:56:27.040Z,"77 km WNW of San Antonio de los Cobres, Argentina",earthquake,7.5,12.5,0.172,10,reviewed,us,us
2020-12-19T20:58:25.063Z,-4.1349,142.3985,96.83,4.7,mb,,92,7.053,0.85,us,us7000csj5,2020-12-19T22:11:33.040Z,"47 km W of Ambunti, Papua New Guinea",earthquake,5.9,7.6,0.081,46,reviewed,us,us
2020-12-19T15:47:02.608Z,-44.691,-80.8368,10,5.2,mww,,104,5.416,0.96,us,us7000csgc,2020-12-19T16:02:43.040Z,"Off the coast of Aisen, Chile",earthquake,10.1,1.9,0.093,11,reviewed,us,us
2020-12-19T14:42:33.785Z,-56.3829,-26.9608,71.97,4.9,mb,,114,5.83,0.97,us,us7000csfy,2020-12-19T15:45:00.040Z,"South Sandwich Islands region",earthquake,13.5,7.6,0.096,34,reviewed,us,us
2020-12-19T10:38:55.279Z,-28.8306,-72.6265,10,4.7,mww,,99,1.501,0.94,us,us7000cser,2020-12-19T10:58:32.040Z,"176 km NW of Coquimbo, Chile",earthquake,4,0.7,0.083,14,reviewed,us,us
2020-12-19T07:04:47.673Z,27.6801,130.1276,10,4.8,mb,,116,1.853,0.75,us,us7000csdc,2020-12-19T07:25:16.040Z,"99 km SE of Naze, Japan",earthquake,4.9,1.9,0.124,20,reviewed,us,us
2020-12-19T06:56:11.226Z,-20.9502,-178.1825,490.06,4.6,mb,,102,4.774,0.43,us,us7000csda,2020-12-19T07:13:21.040Z,"Fiji region",earthquake,9.9,8,0.098,31,reviewed,us,us
2020-12-19T06:48:11.619Z,8.5846,-70.5573,12.58,4.7,mb,,66,0.306,0.98,us,us7000csd9,2020-12-19T07:05:51.040Z,"25 km SW of Barinitas, Venezuela",earthquake,5.5,1.4,0.076,53,reviewed,us,us
2020-12-19T05:02:10.668Z,32.0268,141.6995,10,4.7,mb,,122,1.926,0.63,us,us7000csby,2020-12-19T05:32:57.040Z,"Izu Islands, Japan region",earthquake,5.2,1.8,0.11,25,reviewed,us,us
2020-12-19T00:10:42.432Z,54.6984,-159.8277,32.4,5,mww,,121,0.191,0.67,us,us7000csam,2020-12-19T01:28:46.647Z,"83 km SSE of Sand Point, Alaska",earthquake,1.5,3.7,0.047,43,reviewed,us,us
2020-12-18T20:49:15.786Z,-32.6689,-178.8502,37.23,5.1,mww,,64,3.503,1.02,us,us7000cs9b,2020-12-18T22:55:43.040Z,"south of the Kermadec Islands",earthquake,9.6,3.3,0.086,13,reviewed,us,us
2020-12-18T18:28:26.770Z,-24.3777,-179.9762,504.32,4.6,mb,,78,6.851,1.07,us,us7000cs87,2020-12-18T18:44:03.040Z,"south of the Fiji Islands",earthquake,13.9,9.4,0.056,99,reviewed,us,us
2020-12-18T17:22:41.078Z,-58.5891,-25.3174,40.77,5,mb,,56,7.543,0.66,us,us7000cs7k,2020-12-18T17:42:23.040Z,"South Sandwich Islands region",earthquake,9.1,4.9,0.067,70,reviewed,us,us
2020-12-18T12:47:52.824Z,-17.6992,-178.5912,517.41,4.5,mb,,119,3.199,0.67,us,us7000cs4u,2020-12-18T13:11:00.040Z,"225 km E of Levuka, Fiji",earthquake,14.5,7.7,0.087,39,reviewed,us,us
2020-12-18T12:31:31.022Z,75.3406,7.9637,10,4.7,mb,,110,3.441,0.87,us,us7000cs4n,2020-12-18T12:56:20.040Z,"Greenland Sea",earthquake,9.5,1.9,0.166,11,reviewed,us,us
2020-12-18T11:36:33.677Z,34.4344,139.2972,10,4.8,mb,,110,0.951,0.54,us,us7000cs4j,2020-12-18T12:19:45.040Z,"42 km SE of Shimoda, Japan",earthquake,2.3,1.9,0.059,89,reviewed,us,us
2020-12-18T10:16:50.043Z,-6.2764,147.4207,34.04,5.2,mww,,27,3.118,1.23,us,us7000cs39,2020-12-18T21:14:50.361Z,"56 km WNW of Finschhafen, Papua New Guinea",earthquake,8.7,3.9,0.083,14,reviewed,us,us
2020-12-18T09:09:56.665Z,34.4269,139.347,10,4.9,mww,,112,0.992,0.78,us,us7000cs2s,2020-12-18T15:11:32.373Z,"46 km SE of Shimoda, Japan",earthquake,4.1,1.7,0.08,15,reviewed,us,us
2020-12-18T06:27:53.925Z,54.9567,167.2927,24.18,4.5,mb,,94,4.606,0.59,us,us7000cs1z,2020-12-18T06:46:56.040Z,"Komandorskiye Ostrova, Russia region",earthquake,8.3,5.8,0.121,20,reviewed,us,us
2020-12-18T01:07:00.420Z,17.1752,-95.02,110.78,4.6,mb,,134,2.902,0.71,us,us7000crzm,2020-12-18T16:47:52.327Z,"6 km NE of Palomares, Mexico",earthquake,7.4,9.7,0.039,193,reviewed,us,us
2020-12-17T18:04:55.593Z,13.9458,144.9428,119.01,4.9,mb,,66,0.361,0.89,us,us7000crw9,2020-12-22T22:55:27.006Z,"45 km N of Yigo Village, Guam",earthquake,9.6,4.5,0.086,42,reviewed,us,us
2020-12-17T16:32:12.510Z,52.0352,-174.8141,80.04,4.7,mb,,173,0.415,0.97,us,us7000crui,2020-12-23T19:30:51.677Z,"45 km WSW of Atka, Alaska",earthquake,8.3,5.6,0.049,128,reviewed,us,us
2020-12-17T13:36:45.446Z,35.6263,26.2683,10,4.8,mb,,46,0.732,1.21,us,us7000crsr,2020-12-17T21:23:57.164Z,"47 km N of Palekastro, Greece",earthquake,2.8,1.9,0.08,48,reviewed,us,us
2020-12-17T12:38:54.804Z,5.1561,125.3649,55.68,4.9,mb,,97,1.913,0.78,us,us7000crsf,2020-12-17T13:06:31.040Z,"29 km SSW of Sarangani, Philippines",earthquake,7.5,7,0.069,65,reviewed,us,us
2020-12-17T10:18:36.626Z,26.209,126.6065,61.7,4.6,mb,,170,1.618,0.81,us,us7000crs7,2020-12-17T10:56:48.936Z,"106 km W of Itoman, Japan",earthquake,13.7,13.5,0.093,35,reviewed,us,us
2020-12-17T08:30:49.875Z,0.2977,125.0406,35,5.1,mb,,41,2.373,1.09,us,us7000crrs,2020-12-17T08:51:38.040Z,"112 km S of Tondano, Indonesia",earthquake,6.7,1.9,0.081,49,reviewed,us,us
2020-12-17T07:42:44.663Z,35.9953,140.0114,51.68,4.6,mwr,,124,1.56,0.94,us,us7000crrn,2020-12-18T00:55:46.186Z,"3 km SE of Mitsukaidō, Japan",earthquake,7.1,6.6,0.08,15,reviewed,us,us
2020-12-16T23:32:30.039Z,6.8238,-73.0296,151.58,4.9,mb,,36,0.926,1.29,us,us7000crpn,2020-12-16T23:53:51.563Z,"9 km NW of Cepitá, Colombia",earthquake,4.3,6.5,0.029,380,reviewed,us,us
2020-12-16T21:44:55.140Z,5.9171,126.727,89.06,4.9,mww,,109,1.616,0.79,us,us7000crp4,2020-12-16T22:02:59.040Z,"78 km SE of Pondaguitan, Philippines",earthquake,8.8,2.4,0.093,11,reviewed,us,us
2020-12-16T20:51:27.125Z,5.1403,125.5124,62.66,4.5,mb,,95,1.917,1.07,us,us7000cs7n,2020-12-22T21:04:13.040Z,"29 km S of Sarangani, Philippines",earthquake,8.4,8.4,0.132,17,reviewed,us,us
2020-12-16T19:50:25.890Z,-21.9154,-179.2644,575.96,4.6,mb,,142,4.856,0.83,us,us7000crnm,2020-12-16T20:06:29.040Z,"Fiji region",earthquake,15,12.4,0.109,25,reviewed,us,us
2020-12-16T19:13:19.865Z,51.3068,-178.1664,49.73,5,mb,,131,0.65,0.86,us,us7000crnh,2020-12-24T19:23:33.372Z,"123 km WSW of Adak, Alaska",earthquake,8.1,6.2,0.035,256,reviewed,us,us
2020-12-16T17:48:44.654Z,-16.5596,-71.4291,87.36,5.6,mww,,62,2.078,0.93,us,us7000crmx,2020-12-17T19:18:58.350Z,"2 km E of Quequeña, Peru",earthquake,5.7,4.1,0.048,41,reviewed,us,us
2020-12-16T16:08:26.457Z,-6.3832,143.1563,13.74,5.2,mww,,36,6.017,0.81,us,us7000crlf,2020-12-17T16:12:52.708Z,"61 km WSW of Mendi, Papua New Guinea",earthquake,8.3,4.1,0.073,18,reviewed,us,us
2020-12-16T15:06:16.963Z,-2.6927,133.8695,10,4.5,mb,,97,1.634,0.98,us,us7000crl5,2020-12-17T00:27:57.040Z,"195 km WNW of Nabire, Indonesia",earthquake,7.7,1.8,0.163,11,reviewed,us,us
2020-12-16T10:30:54.592Z,5.2422,125.3305,20.96,5.1,mb,,105,1.832,1.04,us,us7000crj1,2020-12-16T12:10:47.801Z,"23 km SW of Sarangani, Philippines",earthquake,7.2,5.3,0.075,57,reviewed,us,us
